source,target,target_type,relation
干姜,逐风湿痹,Efficacy,has_efficacy
干姜,中恶、霍乱、胀满,Efficacy,has_efficacy
干姜,风邪诸毒,Efficacy,has_efficacy
干姜,皮肤间结气,Efficacy,has_efficacy
干姜,冷气,Efficacy,has_efficacy
干姜,破血,Efficacy,has_efficacy
干姜,去风,Efficacy,has_efficacy
干姜,通四肢关节,Efficacy,has_efficacy
干姜,开五脏六腑,Efficacy,has_efficacy
干姜,去风毒冷痹,Efficacy,has_efficacy
干姜,夜多小便治嗽,Efficacy,has_efficacy
干姜,主温中,Efficacy,has_efficacy
干姜,霍乱不止,Efficacy,has_efficacy
干姜,腹痛,Efficacy,has_efficacy
干姜,消胀满冷痢,Efficacy,has_efficacy
干姜,治血闭病人虚而冷,Efficacy,has_efficacy
干姜,"宜加用之
④《唐本草》：治风",Efficacy,has_efficacy
干姜,下气,Efficacy,has_efficacy
干姜,止血,Efficacy,has_efficacy
干姜,宣诸络脉,Efficacy,has_efficacy
干姜,治转筋吐泻,Efficacy,has_efficacy
干姜,腹藏冷,Efficacy,has_efficacy
干姜,反胃干呕,Efficacy,has_efficacy
干姜,瘀血,Efficacy,has_efficacy
干姜,扑损,Efficacy,has_efficacy
干姜,止鼻洪,Efficacy,has_efficacy
干姜,解冷热毒,Efficacy,has_efficacy
干姜,开胃,Efficacy,has_efficacy
干姜,通心气,Efficacy,has_efficacy
干姜,助阳,Efficacy,has_efficacy
干姜,去脏腑沉寒,Efficacy,has_efficacy
干姜,发诸经之寒气,Efficacy,has_efficacy
干姜,温脾胃,Efficacy,has_efficacy
干姜,治里寒水泄,Efficacy,has_efficacy
干姜,下痢肠澼,Efficacy,has_efficacy
干姜,久疟,Efficacy,has_efficacy
干姜,霍乱,Efficacy,has_efficacy
干姜,心腹冷痛胀满,Efficacy,has_efficacy
干姜,止鼻衄,Efficacy,has_efficacy
干姜,唾血,Efficacy,has_efficacy
干姜,血痢,Efficacy,has_efficacy
干姜,"崩漏
⑨《药品化义》：炮姜",Efficacy,has_efficacy
干姜,行郁降浊,Efficacy,has_efficacy
干姜,下冲逆,Efficacy,has_efficacy
干姜,平咳嗽,Efficacy,has_efficacy
干姜,提脱陷,Efficacy,has_efficacy
干姜,止滑泄,Efficacy,has_efficacy
干姜,温里药,Category,belongs_to
干姜,药性论,Literature,cited_by
干姜,外台,Literature,cited_by
干姜,唐本草,Literature,cited_by
干姜,长沙药解,Literature,cited_by
干姜,日华子本草,Literature,cited_by
干姜,医学入门,Literature,cited_by
干姜,本经,Literature,cited_by
干姜,观聚方要补,Literature,cited_by
干姜,伤寒论,Literature,cited_by
干姜,主治秘要,Literature,cited_by
干姜,补缺肘后方,Literature,cited_by
干姜,别录,Literature,cited_by
干姜,医学启源,Literature,cited_by
干姜,千金方,Literature,cited_by
干姜,千金要方,Literature,cited_by
干姜,肘后方,Literature,cited_by
干姜,政和本草,Literature,cited_by
干姜,寿世青编,Literature,cited_by
干姜,药品化义,Literature,cited_by
干姜,金匮要略,Literature,cited_by
干姜,阴虚内热、血热妄行者禁服,Contraindication,has_contraindication
506,散寒解表,Efficacy,has_efficacy
506,降逆止呕,Efficacy,has_efficacy
506,化痰止咳,Efficacy,has_efficacy
506,解鱼蟹毒,Efficacy,has_efficacy
506,辛温解表药,Category,belongs_to
506,药性论,Literature,cited_by
506,千金方,Literature,cited_by
506,纲目,Literature,cited_by
506,伤寒六书,Literature,cited_by
506,本草汇言,Literature,cited_by
506,普济方,Literature,cited_by
506,经验广集,Literature,cited_by
506,雷公炮制药性解,Literature,cited_by
506,海上方,Literature,cited_by
506,本经,Literature,cited_by
506,本草拾遗,Literature,cited_by
506,中医大宝库食疗方,Literature,cited_by
506,本草经疏,Literature,cited_by
506,贵州中医验方,Literature,cited_by
506,伤寒论,Literature,cited_by
506,别录,Literature,cited_by
506,阴虚内热者忌服,Contraindication,has_contraindication
高良姜,温中散寒,Efficacy,has_efficacy
高良姜,理气止痛主脘腹冷痛,Efficacy,has_efficacy
高良姜,呕吐,Efficacy,has_efficacy
高良姜,噫气治脾胃中寒,Efficacy,has_efficacy
高良姜,脘腹冷痛,Efficacy,has_efficacy
高良姜,呕吐泄泻,Efficacy,has_efficacy
高良姜,噎脯反胃,Efficacy,has_efficacy
高良姜,食滞,Efficacy,has_efficacy
高良姜,瘴疟,Efficacy,has_efficacy
高良姜,胃气逆、呕吐治风,Efficacy,has_efficacy
高良姜,破气,Efficacy,has_efficacy
高良姜,腹冷气痛,Efficacy,has_efficacy
高良姜,去风冷痹弱,Efficacy,has_efficacy
高良姜,疗下气冷逆冲心,Efficacy,has_efficacy
高良姜,腹痛,Efficacy,has_efficacy
高良姜,"吐泻
③《本草拾遗》：下气",Efficacy,has_efficacy
高良姜,益声煮作饮服之,Efficacy,has_efficacy
高良姜,反胃呕食,Efficacy,has_efficacy
高良姜,口吐清水者,Efficacy,has_efficacy
高良姜,取根如骰子块,Efficacy,has_efficacy
高良姜,含之咽津,Efficacy,has_efficacy
高良姜,逡巡即瘥,Efficacy,has_efficacy
高良姜,若(口中)臭亦含咽,Efficacy,has_efficacy
高良姜,更加草豆蔻同为末,Efficacy,has_efficacy
高良姜,"肚腹疼痛
⑧《纲目》：健脾胃",Efficacy,has_efficacy
高良姜,宽噎膈,Efficacy,has_efficacy
高良姜,破冷癣,Efficacy,has_efficacy
高良姜,补肺气,Efficacy,has_efficacy
高良姜,益脾胃,Efficacy,has_efficacy
高良姜,目卒赤,Efficacy,has_efficacy
高良姜,头痛,Efficacy,has_efficacy
高良姜,温里药,Category,belongs_to
高良姜,本草求原,Literature,cited_by
高良姜,药性论,Literature,cited_by
高良姜,备急方,Literature,cited_by
高良姜,日华子本草,Literature,cited_by
高良姜,本草拾遗,Literature,cited_by
高良姜,别录,Literature,cited_by
高良姜,外科大成,Literature,cited_by
高良姜,食物本草,Literature,cited_by
高良姜,卫生易简方,Literature,cited_by
高良姜,本草新编,Literature,cited_by
高良姜,十全方,Literature,cited_by
高良姜,珍珠囊,Literature,cited_by
高良姜,雷公炮制药性解,Literature,cited_by
高良姜,广东中药,Literature,cited_by
高良姜,本草图经,Literature,cited_by
高良姜,纲目,Literature,cited_by
高良姜,圣济总录,Literature,cited_by
高良姜,滇南本草,Literature,cited_by
高良姜,续本事方,Literature,cited_by
高良姜,百一选方,Literature,cited_by
高良姜,阴虚有热者禁服,Contraindication,has_contraindication
肉桂,补火助阳,Efficacy,has_efficacy
肉桂,引火归源,Efficacy,has_efficacy
肉桂,散寒止痛,Efficacy,has_efficacy
肉桂,活血通经暖脾胃,Efficacy,has_efficacy
肉桂,除积冷,Efficacy,has_efficacy
肉桂,通血脉治命门火衰,Efficacy,has_efficacy
肉桂,肢冷脉微,Efficacy,has_efficacy
肉桂,亡阳虚脱,Efficacy,has_efficacy
肉桂,腹痛泄泻,Efficacy,has_efficacy
肉桂,寒疝奔豚,Efficacy,has_efficacy
肉桂,腰膝冷痛,Efficacy,has_efficacy
肉桂,经闭症瘕,Efficacy,has_efficacy
肉桂,阴疽,Efficacy,has_efficacy
肉桂,流注,Efficacy,has_efficacy
肉桂,及虚阳浮越,Efficacy,has_efficacy
肉桂,上热下寒,Efficacy,has_efficacy
肉桂,温里药,Category,belongs_to
肉桂,本草通玄,Literature,cited_by
肉桂,中医大宝库收录,Literature,cited_by
肉桂,千金要方,Literature,cited_by
肉桂,兰室秘藏,Literature,cited_by
肉桂,圣济总录,Literature,cited_by
肉桂,肘后方,Literature,cited_by
肉桂,药对,Literature,cited_by
肉桂,得配本草,Literature,cited_by
肉桂,圣惠方,Literature,cited_by
肉桂,经效产宝,Literature,cited_by
肉桂,本草求真,Literature,cited_by
吴茱萸,散寒止痛,Efficacy,has_efficacy
吴茱萸,疏肝下气,Efficacy,has_efficacy
吴茱萸,温中燥湿主脘腹冷痛,Efficacy,has_efficacy
吴茱萸,厥阴头痛,Efficacy,has_efficacy
吴茱萸,疝痛,Efficacy,has_efficacy
吴茱萸,脚气肿痛,Efficacy,has_efficacy
吴茱萸,呕吐吞酸,Efficacy,has_efficacy
吴茱萸,寒湿泄泻用于厥阴头痛,Efficacy,has_efficacy
吴茱萸,寒疝腹痛,Efficacy,has_efficacy
吴茱萸,寒湿脚气,Efficacy,has_efficacy
吴茱萸,经行腹痛,Efficacy,has_efficacy
吴茱萸,脘腹胀痛,Efficacy,has_efficacy
吴茱萸,呕吐吞酸,Efficacy,has_efficacy
吴茱萸,五更泄泻,Efficacy,has_efficacy
吴茱萸,外治口疮,Efficacy,has_efficacy
吴茱萸,止痛,Efficacy,has_efficacy
吴茱萸,咳逆寒热,Efficacy,has_efficacy
吴茱萸,除湿血痹,Efficacy,has_efficacy
吴茱萸,逐风邪,Efficacy,has_efficacy
吴茱萸,"开腠理
②《别录》：主痰冷",Efficacy,has_efficacy
吴茱萸,腹内绞痛,Efficacy,has_efficacy
吴茱萸,诸冷实不消,Efficacy,has_efficacy
吴茱萸,中恶,Efficacy,has_efficacy
吴茱萸,心腹痛,Efficacy,has_efficacy
吴茱萸,逆气,Efficacy,has_efficacy
吴茱萸,积冷,Efficacy,has_efficacy
吴茱萸,心下结气,Efficacy,has_efficacy
吴茱萸,疰心痛,Efficacy,has_efficacy
吴茱萸,治霍乱转筋,Efficacy,has_efficacy
吴茱萸,胃中冷气,Efficacy,has_efficacy
吴茱萸,吐泻腹痛不可胜忍者,Efficacy,has_efficacy
吴茱萸,疗遍身顽痹,Efficacy,has_efficacy
吴茱萸,冷食不消,Efficacy,has_efficacy
吴茱萸,肾气,Efficacy,has_efficacy
吴茱萸,脚气,Efficacy,has_efficacy
吴茱萸,水肿,Efficacy,has_efficacy
吴茱萸,咽膈不通,Efficacy,has_efficacy
吴茱萸,蹶阴痰涎头痛,Efficacy,has_efficacy
吴茱萸,阴毒腹痛,Efficacy,has_efficacy
吴茱萸,疝气,Efficacy,has_efficacy
吴茱萸,血痢,Efficacy,has_efficacy
吴茱萸,喉舌口疮,Efficacy,has_efficacy
吴茱萸,药性论,Literature,cited_by
吴茱萸,食疗本草,Literature,cited_by
吴茱萸,纲目,Literature,cited_by
吴茱萸,干金翼方,Literature,cited_by
吴茱萸,古今录验方,Literature,cited_by
吴茱萸,普济方,Literature,cited_by
吴茱萸,濒湖集简方,Literature,cited_by
吴茱萸,日华子本草,Literature,cited_by
吴茱萸,本草经集注,Literature,cited_by
吴茱萸,雷公炮制药性解,Literature,cited_by
吴茱萸,圣惠方,Literature,cited_by
吴茱萸,本经,Literature,cited_by
吴茱萸,本草拾遗,Literature,cited_by
吴茱萸,金匮要略,Literature,cited_by
吴茱萸,全展选编·皮肤科,Literature,cited_by
吴茱萸,伤寒论,Literature,cited_by
吴茱萸,本草蒙筌,Literature,cited_by
吴茱萸,别录,Literature,cited_by
五指毛桃,健脾补肺,Efficacy,has_efficacy
五指毛桃,行气利湿,Efficacy,has_efficacy
五指毛桃,舒筋活络,Efficacy,has_efficacy
五指毛桃,解表温里药,Category,belongs_to
五指毛桃,广西民间常用草药手册,Literature,cited_by
五指毛桃,常用中草药手册,Literature,cited_by
蛇胆,祛风清热,Efficacy,has_efficacy
蛇胆,化痰明目,Efficacy,has_efficacy
蛇胆,清热解毒药,Category,belongs_to
蛇胆,纲目,Literature,cited_by
蛇胆,圣惠方,Literature,cited_by
蛇胆,四川中药志,Literature,cited_by
蛇胆,孕妇忌用；儿童不宜体质虚弱者及过敏体质者慎用,Contraindication,has_contraindication
前胡,降气化痰,Efficacy,has_efficacy
前胡,散风清热风热咳嗽痰多,Efficacy,has_efficacy
前胡,痰热喘满,Efficacy,has_efficacy
前胡,咯痰黄稠,Efficacy,has_efficacy
前胡,辛凉解表药,Category,belongs_to
前胡,小儿卫生总微论方,Literature,cited_by
前胡,普济方,Literature,cited_by
前胡,日华子本草,Literature,cited_by
前胡,本草纲目,Literature,cited_by
前胡,圣惠方,Literature,cited_by
前胡,国医宗旨,Literature,cited_by
前胡,别录,Literature,cited_by
前胡,阴虚咳嗽、寒饮咳喇患者慎服,Contraindication,has_contraindication
升麻,辛凉解表药,Category,belongs_to
升麻,药性论,Literature,cited_by
升麻,纲目,Literature,cited_by
升麻,外台,Literature,cited_by
升麻,肘后方,Literature,cited_by
升麻,圣惠方,Literature,cited_by
升麻,本草纲目,Literature,cited_by
升麻,神农本草经,Literature,cited_by
升麻,医心方,Literature,cited_by
升麻,集验方,Literature,cited_by
升麻,姚和众小儿方,Literature,cited_by
升麻,别录,Literature,cited_by
升麻,阴虚阳浮，喘满气逆及麻疹已透者、脾胃虚寒者慎用服用过量可产生头晕、震颤、四肢拘挛等证,Contraindication,has_contraindication
火炭母,清热解毒,Efficacy,has_efficacy
火炭母,利湿消滞,Efficacy,has_efficacy
火炭母,凉血止痒,Efficacy,has_efficacy
火炭母,明止退翳,Efficacy,has_efficacy
火炭母,清热燥湿药,Category,belongs_to
火炭母,中草药新医疗法处方集,Literature,cited_by
火炭母,普济方,Literature,cited_by
火炭母,本草品汇精要,Literature,cited_by
火炭母,有毒,Contraindication,has_contraindication
毛草龙,清热利湿,Efficacy,has_efficacy
毛草龙,解毒消肿,Efficacy,has_efficacy
毛草龙,台湾植物药材志,Literature,cited_by
毛草龙,纲目拾遗,Literature,cited_by
毛草龙,玉溪中草药,Literature,cited_by
毛草龙,广西中药志,Literature,cited_by
毛草龙,西昌中草药,Literature,cited_by
毛草龙,采药书,Literature,cited_by
毛草龙,未知,Contraindication,has_contraindication
鼠李,圣济总录,Literature,cited_by
鼠李,小儿药证直诀,Literature,cited_by
鼠李,圣惠方,Literature,cited_by
鼠李,新修本草,Literature,cited_by
鼠李,小毒,Contraindication,has_contraindication
寻骨风,南京民间药草,Literature,cited_by
寻骨风,江西民间草药,Literature,cited_by
寻骨风,饮片新参,Literature,cited_by
寻骨风,《饮片新参》：阴虚内热者忌用不宜大量或长期服用，肾病患者忌用 贮藏置干燥通风处,Contraindication,has_contraindication
天冬,养阴润燥,Efficacy,has_efficacy
天冬,清肺生津,Efficacy,has_efficacy
天冬,湖南药物志,Literature,cited_by
天冬,山东中草药手册,Literature,cited_by
天冬,肘后方,Literature,cited_by
天冬,普济方,Literature,cited_by
天冬,云南中草药,Literature,cited_by
天冬,虚寒泄泻及风寒咳嗽者禁服,Contraindication,has_contraindication
川木香,行气止痛,Efficacy,has_efficacy
川木香,脏腑燥热，气虚、阴虚者禁服芳香不宜久煎,Contraindication,has_contraindication
木香,行气止痛,Efficacy,has_efficacy
木香,健脾消食,Efficacy,has_efficacy
木香,杨仁斋直指方,Literature,cited_by
木香,圣济录,Literature,cited_by
木香,本草纲目,Literature,cited_by
木香,经验方,Literature,cited_by
木香,本经,Literature,cited_by
木香,本草求真,Literature,cited_by
木香,别录,Literature,cited_by
木香,脏腑燥热，阴虚津液不足者慎服,Contraindication,has_contraindication
土木香,健脾和胃、调气解郁、止痛安胎,Efficacy,has_efficacy
土木香,湖北中草药志,Literature,cited_by
土木香,河北药材,Literature,cited_by
土木香,祁州药志,Literature,cited_by
土木香,西藏常用中草药,Literature,cited_by
土木香,陕西中药志,Literature,cited_by
土木香,现代实用中药,Literature,cited_by
土木香,蒙药验方,Literature,cited_by
土木香,河北中草药,Literature,cited_by
土木香,东北常用中草药手册,Literature,cited_by
土木香,山西中草药,Literature,cited_by
土木香,科学的民间药草,Literature,cited_by
土木香,《陕西中药志》：内热口干，喉干舌绛者忌用,Contraindication,has_contraindication
青木香,行气止痛,Efficacy,has_efficacy
青木香,解毒消肿,Efficacy,has_efficacy
青木香,平肝降压,Efficacy,has_efficacy
青木香,四川中药志,Literature,cited_by
青木香,唐本草,Literature,cited_by
青木香,现代实用中药,Literature,cited_by
青木香,日华子本草,Literature,cited_by
青木香,圣惠方,Literature,cited_by
青木香,东北常用中草药手册,Literature,cited_by
青木香,江西草药,Literature,cited_by
青木香,卫生易简方,Literature,cited_by
青木香,中医药实验研究,Literature,cited_by
青木香,本草求真,Literature,cited_by
青木香,江西民间草药验方,Literature,cited_by
天麻,平肝息风止痉,Efficacy,has_efficacy
天麻,息风止痉药,Category,belongs_to
天麻,秦岭巴山天然药物志,Literature,cited_by
天麻,杂病证治新义,Literature,cited_by
天麻,雷公炮炙论,Literature,cited_by
天麻,世传神效名方,Literature,cited_by
天麻,用药法象,Literature,cited_by
天麻,圣济总 录,Literature,cited_by
天麻,本草汇言,Literature,cited_by
天麻,"①《雷公炮炙论》：使御风草根，勿使天麻，二件若同用，即令人有肠结之患
②气血虚甚者慎服",Contraindication,has_contraindication
山楂,消食健脾、行气消瘀,Efficacy,has_efficacy
山楂,消食药,Category,belongs_to
山楂,简便单方,Literature,cited_by
山楂,纲目,Literature,cited_by
山楂,医钞类编,Literature,cited_by
山楂,百一选方,Literature,cited_by
山楂,方脉正宗,Literature,cited_by
山楂,丹溪心法,Literature,cited_by
山楂,脾胃虚弱者慎服,Contraindication,has_contraindication
商陆,泻下逐水药,Category,belongs_to
商陆,滇南本草,Literature,cited_by
商陆,云南中草药,Literature,cited_by
商陆,千金方,Literature,cited_by
商陆,杨氏家藏方,Literature,cited_by
苍术,燥湿健脾,Efficacy,has_efficacy
苍术,祛风散寒,Efficacy,has_efficacy
苍术,明目,Efficacy,has_efficacy
苍术,化湿药.,Category,belongs_to
苍术,类证治载,Literature,cited_by
苍术,和剂局方,Literature,cited_by
苍术,简便单方,Literature,cited_by
苍术,本草纲目,Literature,cited_by
苍术,证治准绳,Literature,cited_by
苍术,《本草纲目》：忌桃、李、雀肉、菘菜、青鱼,Contraindication,has_contraindication
远志,安神益智、祛痰、消肿,Efficacy,has_efficacy
远志,安神药,Category,belongs_to
远志,普济方,Literature,cited_by
远志,种杏仙方,Literature,cited_by
远志,古今录验,Literature,cited_by
远志,陕西中草药,Literature,cited_by
远志,卫生易简方,Literature,cited_by
远志,阴虚火旺、脾胃虚弱者慎服用量不宜过大，以免引起恶心呕吐,Contraindication,has_contraindication
冰片,开窍醒神、清热止痛,Efficacy,has_efficacy
冰片,开窍药,Category,belongs_to
冰片,夷坚志,Literature,cited_by
冰片,小儿卫生总微论方,Literature,cited_by
冰片,简便单方,Literature,cited_by
冰片,濒湖集简方,Literature,cited_by
冰片,海上方,Literature,cited_by
冰片,雷公炮制药性解,Literature,cited_by
冰片,外科正宗,Literature,cited_by
冰片,御药院方,Literature,cited_by
冰片,孕妇及气血虚者均应慎服,Contraindication,has_contraindication
紫梢花,补肾助阳,Efficacy,has_efficacy
紫梢花,固精缩尿,Efficacy,has_efficacy
紫梢花,收涩药,Category,belongs_to
紫梢花,妇人良方,Literature,cited_by
紫梢花,小儿卫生总微论方,Literature,cited_by
紫梢花,纲目,Literature,cited_by
紫梢花,濒湖集简方,Literature,cited_by
紫梢花,医学入门·本草,Literature,cited_by
紫梢花,阴虚内热者禁用,Contraindication,has_contraindication
苦楝皮,杀虫,Efficacy,has_efficacy
苦楝皮,疗癣,Efficacy,has_efficacy
苦楝皮,驱虫药,Category,belongs_to
苦楝皮,湖南药物志,Literature,cited_by
苦楝皮,日华子本草,Literature,cited_by
苦楝皮,湖北药物志,Literature,cited_by
苦楝皮,全国中成药处方集,Literature,cited_by
苦楝皮,福建中医药,Literature,cited_by
苦楝皮,名医别录,Literature,cited_by
苦楝皮,孕妇及肝肾功能不全者慎用,Contraindication,has_contraindication
常山,截疟、涌吐劫痰属涌吐药,Efficacy,has_efficacy
常山,涌吐药,Category,belongs_to
常山,医学正传,Literature,cited_by
常山,局方,Literature,cited_by
常山,何氏济生论,Literature,cited_by
常山,中华医学杂志,Literature,cited_by
常山,内服不宜过大，脾胃虚弱及肝肾功能不全者禁服,Contraindication,has_contraindication
鼠曲草,化痰止咳,Efficacy,has_efficacy
鼠曲草,祛风除湿,Efficacy,has_efficacy
鼠曲草,解毒,Efficacy,has_efficacy
鼠曲草,止咳平喘药,Category,belongs_to
鼠曲草,湖南药物志,Literature,cited_by
鼠曲草,广东医药卫生科技资料选编,Literature,cited_by
鼠曲草,日华子,Literature,cited_by
鼠曲草,浙江民间常用草药,Literature,cited_by
鼠曲草,福建中草药,Literature,cited_by
鼠曲草,使用过量对眼睛有损害,Contraindication,has_contraindication
石蒜,消肿、杀虫属杀虫止痒药,Efficacy,has_efficacy
石蒜,杀虫止痒药,Category,belongs_to
石蒜,民间常用草药汇编,Literature,cited_by
石蒜,中国药用植物图鉴,Literature,cited_by
石蒜,湖南药物志,Literature,cited_by
石蒜,上海常用中草药,Literature,cited_by
石蒜,神医十全镜,Literature,cited_by
石蒜,纲目,Literature,cited_by
石蒜,红安中草药,Literature,cited_by
石蒜,草木便方,Literature,cited_by
石蒜,安徽中草药,Literature,cited_by
石蒜,南京地区常用中草药,Literature,cited_by
石蒜,吉水草药汇编,Literature,cited_by
石蒜,陕西中草药,Literature,cited_by
石蒜,纲目拾遗,Literature,cited_by
石蒜,广西本草选编,Literature,cited_by
石蒜,浙江民间常用草药,Literature,cited_by
石蒜,全国中草药汇编,Literature,cited_by
石蒜,药性考,Literature,cited_by
石蒜,体虚，无实邪及孕妇禁服，皮肤破损者禁敷小孩忌用,Contraindication,has_contraindication
紫玉簪,散瘀止痛,Efficacy,has_efficacy
紫玉簪,解毒,Efficacy,has_efficacy
紫玉簪,拔毒生肌药,Category,belongs_to
紫玉簪,植物名实图考长编,Literature,cited_by
紫玉簪,江西草药,Literature,cited_by
紫玉簪,陕西草药,Literature,cited_by
紫玉簪,纲目,Literature,cited_by
紫玉簪,忌生冷食物,Contraindication,has_contraindication
急性子,破血软坚、消积,Efficacy,has_efficacy
急性子,活血化瘀药,Category,belongs_to
急性子,岭南采药录,Literature,cited_by
急性子,抗癌本草,Literature,cited_by
急性子,中药志,Literature,cited_by
急性子,医林纂要,Literature,cited_by
急性子,纲目,Literature,cited_by
急性子,濒湖集简方,Literature,cited_by
急性子,本草再新,Literature,cited_by
急性子,闽南民间草药,Literature,cited_by
急性子,玉楸药解,Literature,cited_by
急性子,安徽中草药,Literature,cited_by
急性子,本草正义,Literature,cited_by
急性子,经验广集,Literature,cited_by
急性子,江西草药,Literature,cited_by
急性子,闽东本草,Literature,cited_by
急性子,本经逢原,Literature,cited_by
急性子,摘元方,Literature,cited_by
急性子,陕西草药,Literature,cited_by
急性子,内无瘀积及孕妇忌服1.《中药志》：虚弱及无瘀积者忌用2.《闽东本草》：妊娠忌用,Contraindication,has_contraindication
广升麻,散风,Efficacy,has_efficacy
广升麻,解毒,Efficacy,has_efficacy
广升麻,透疹”,Efficacy,has_efficacy
广升麻,辛凉解表药,Category,belongs_to
广升麻,药性论,Literature,cited_by
广升麻,滇南本草,Literature,cited_by
广升麻,汤液本草,Literature,cited_by
广升麻,日华子本草,Literature,cited_by
广升麻,本草纲目,Literature,cited_by
广升麻,神农本草经,Literature,cited_by
广升麻,品汇精要,Literature,cited_by
广升麻,别录,Literature,cited_by
广升麻,不明,Contraindication,has_contraindication
榕树叶,清热发表,Efficacy,has_efficacy
榕树叶,解毒消肿,Efficacy,has_efficacy
榕树叶,解表药,Category,belongs_to
榕树叶,梧州草药及常见病多发病处方选,Literature,cited_by
榕树叶,本草求原,Literature,cited_by
榕树叶,陆川本草,Literature,cited_by
榕树叶,南宁市药物志,Literature,cited_by
榕树叶,岭南草药志,Literature,cited_by
榕树叶,"麻风患者忌用,否则皮肤之结节更形表露",Contraindication,has_contraindication
蔓荆子,抗微生物,Efficacy,has_efficacy
蔓荆子,镇痛,Efficacy,has_efficacy
蔓荆子,抗炎,Efficacy,has_efficacy
蔓荆子,降血压,Efficacy,has_efficacy
蔓荆子,抗凝,Efficacy,has_efficacy
蔓荆子,祛痰,Efficacy,has_efficacy
蔓荆子,平喘,Efficacy,has_efficacy
蔓荆子,疏散风热,Efficacy,has_efficacy
蔓荆子,清利头目,Efficacy,has_efficacy
蔓荆子,解表药,Category,belongs_to
蔓荆子,本草纲目,Literature,cited_by
蔓荆子,胃虚体衰者慎用,Contraindication,has_contraindication
一枝黄花,疏风消肿止痛、清热解毒,Efficacy,has_efficacy
一枝黄花,解表清热药,Category,belongs_to
一枝黄花,上海常用中草药,Literature,cited_by
一枝黄花,攻克慢性气管炎资料选编,Literature,cited_by
一枝黄花,全国中草药汇编,Literature,cited_by
一枝黄花,单方验方调查资料选编,Literature,cited_by
一枝黄花,江西民间草药,Literature,cited_by
一枝黄花,闽东本草,Literature,cited_by
木贼,解表药,Category,belongs_to
木贼,中国民间疗法,Literature,cited_by
木贼,三因方,Literature,cited_by
木贼,纲目,Literature,cited_by
木贼,嘉祜本草,Literature,cited_by
木贼,圣惠方,Literature,cited_by
木贼,玉楸药解,Literature,cited_by
木贼,雷公炮制药性解,Literature,cited_by
木贼,本草经疏,Literature,cited_by
木贼,方脉正宗,Literature,cited_by
木贼,本草正,Literature,cited_by
木贼,本草汇言,Literature,cited_by
木贼,气血虚者慎服,Contraindication,has_contraindication
浮萍,发汗,Efficacy,has_efficacy
浮萍,祛风,Efficacy,has_efficacy
浮萍,行水,Efficacy,has_efficacy
浮萍,清热,Efficacy,has_efficacy
浮萍,解毒治时行热病,Efficacy,has_efficacy
浮萍,斑疹不透,Efficacy,has_efficacy
浮萍,风热瘾疹,Efficacy,has_efficacy
浮萍,皮肤瘙痒,Efficacy,has_efficacy
浮萍,水肿,Efficacy,has_efficacy
浮萍,癃闭,Efficacy,has_efficacy
浮萍,疮癣,Efficacy,has_efficacy
浮萍,丹毒,Efficacy,has_efficacy
浮萍,烫伤,Efficacy,has_efficacy
浮萍,解表药,Category,belongs_to
浮萍,本草述钩元,Literature,cited_by
浮萍,浙南本草新编,Literature,cited_by
浮萍,本草衍义补遗,Literature,cited_by
浮萍,子母秘录,Literature,cited_by
浮萍,千金方,Literature,cited_by
浮萍,中国药植图鉴,Literature,cited_by
浮萍,滇南本草,Literature,cited_by
浮萍,本草纲目,Literature,cited_by
浮萍,雷公炮制药性解,Literature,cited_by
浮萍,本经,Literature,cited_by
浮萍,全国中草药汇编,Literature,cited_by
浮萍,本草求真,Literature,cited_by
浮萍,表虚自汗者禁服,Contraindication,has_contraindication
葛根,解表药,Category,belongs_to
葛根,药性论,Literature,cited_by
葛根,唐本草,Literature,cited_by
葛根,本草经集注,Literature,cited_by
葛根,日华子本草,Literature,cited_by
葛根,本经,Literature,cited_by
葛根,本草拾遗,Literature,cited_by
葛根,广利方,Literature,cited_by
葛根,伤寒论,Literature,cited_by
葛根,医学启原,Literature,cited_by
葛根,别录,Literature,cited_by
葛根,补缺肘后方,Literature,cited_by
葛根,上海中医药杂志,Literature,cited_by
葛根,千金方,Literature,cited_by
葛根,开宝本草,Literature,cited_by
葛根,国医大师熊继柏教授,Literature,cited_by
葛根,伤寒类要,Literature,cited_by
葛根,圣惠方,Literature,cited_by
葛根,新中医,Literature,cited_by
葛根,云南中医杂志,Literature,cited_by
葛根,湖北中医杂志,Literature,cited_by
葛根,脾胃虑寒者慎用,Contraindication,has_contraindication
粉葛,外感发热头痛,Efficacy,has_efficacy
粉葛,项强,Efficacy,has_efficacy
粉葛,口渴,Efficacy,has_efficacy
粉葛,消渴,Efficacy,has_efficacy
粉葛,泻泄,Efficacy,has_efficacy
粉葛,热痢,Efficacy,has_efficacy
粉葛,高血压颈项强痛,Efficacy,has_efficacy
粉葛,麻疹不透、祛脂降压、生津止渴,Efficacy,has_efficacy
粉葛,升举阳气,Efficacy,has_efficacy
粉葛,止泻痢,Efficacy,has_efficacy
粉葛,丰胸,Efficacy,has_efficacy
粉葛,美容养颜,Efficacy,has_efficacy
粉葛,解表药,Category,belongs_to
粉葛,圣惠方,Literature,cited_by
粉葛,其性凉易动呕，胃寒、夏日表虚汗多应当慎用,Contraindication,has_contraindication
桑叶,叶: 用于风热感冒,Efficacy,has_efficacy
桑叶,肺热燥咳,Efficacy,has_efficacy
